hist_avg_units,hist_trend,entitlement_limit,num_people,days_home,month_sin,month_cos,baseload_kwh,ac_1ton_kwh,ac_1_5ton_kwh,geyser_kwh,wm_kwh,microwave_kwh,cooler_kwh,iron_kwh,has_ac_1ton,has_ac_1_5ton,has_geyser,has_wm,has_microwave,has_cooler,has_iron,month,theoretical_units,actual_units
189.94,4.28,200.0,5,26,0.5,0.866025,203.46,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0,0,0,0,0,0,1,1,207.79,172.67
145.34,-0.19,159.87,4,28,-1.0,-0.0,173.46,0.0,0.0,0.0,5.2,0.0,0.0,7.14,0,0,0,1,0,0,1,9,185.8,161.5
203.85,-0.31,200.0,7,27,0.866025,-0.5,156.84,0.0,0.0,11.88,8.31,8.56,60.91,6.82,0,0,1,1,1,1,1,4,253.32,323.9
204.99,12.25,200.0,6,30,-0.5,0.866025,230.82,0.0,0.0,0.0,6.93,0.0,0.0,10.39,0,0,0,1,0,0,1,11,248.14,247.64
336.07,-25.18,200.0,4,25,0.866025,-0.5,212.58,0.0,168.9,0.0,7.79,0.0,0.0,5.2,0,1,0,1,0,0,1,4,394.47,346.82
312.37,-28.29,200.0,6,25,1.0,0.0,199.2,0.0,164.69,0.0,0.0,0.0,0.0,7.14,0,1,0,0,0,0,1,3,371.03,383.32
192.6,0.8,200.0,5,23,0.5,0.866025,200.82,0.0,0.0,0.0,0.0,17.72,0.0,0.0,0,0,0,0,1,0,0,1,218.54,175.48
177.21,-6.12,194.93,4,22,0.866025,-0.5,170.22,0.0,0.0,7.96,9.7,0.0,0.0,13.53,0,0,1,1,0,0,1,4,201.41,252.92
191.0,-23.0,200.0,5,30,-0.5,0.866025,223.32,0.0,0.0,0.0,0.0,0.0,0.0,5.52,0,0,0,0,0,0,1,11,228.84,223.68
235.98,-40.57,200.0,4,28,0.866025,0.5,203.46,0.0,0.0,58.94,0.0,10.45,0.0,0.0,0,0,1,0,1,0,0,2,272.86,205.04
234.35,-50.46,200.0,5,25,-0.0,1.0,242.58,0.0,0.0,0.0,0.0,0.0,0.0,8.23,0,0,0,0,0,0,1,12,250.81,180.84
229.87,3.72,200.0,4,26,-0.5,0.866025,256.98,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0,0,0,0,0,0,1,11,261.31,256.71
250.99,-27.96,200.0,5,25,0.5,-0.866025,222.72,0.0,0.0,20.09,0.0,0.0,41.98,8.66,0,0,1,0,0,1,1,5,293.45,343.92
319.56,-31.78,200.0,5,25,0.866025,0.5,86.34,0.0,261.79,0.0,7.27,0.0,0.0,0.0,0,1,0,1,0,0,0,2,355.41,196.17
200.67,-44.59,200.0,3,17,0.5,-0.866025,200.22,0.0,0.0,0.0,3.46,13.27,0.0,6.5,0,0,0,1,1,0,1,5,223.44,220.51
318.11,43.94,200.0,4,30,0.866025,-0.5,209.94,153.29,0.0,0.0,5.2,0.0,0.0,3.25,1,0,0,1,0,0,1,4,371.67,425.9
492.3,6.77,200.0,3,19,-0.5,-0.866025,218.46,0.0,332.17,0.0,0.0,14.93,0.0,8.23,0,1,0,0,1,0,1,7,573.79,246.7
320.97,17.33,200.0,3,21,-0.5,-0.866025,213.6,138.06,0.0,0.0,0.0,0.0,0.0,8.12,1,0,0,0,0,0,1,7,359.78,189.7
124.85,24.15,137.34,4,29,-0.866025,0.5,134.58,0.0,0.0,0.0,0.0,9.95,0.0,6.5,0,0,0,0,1,0,1,10,151.03,145.5
244.43,11.19,200.0,5,20,0.866025,-0.5,261.84,0.0,0.0,0.0,6.93,21.76,0.0,10.28,0,0,0,1,1,0,1,4,300.81,296.65
242.16,18.04,200.0,3,18,-0.0,1.0,221.1,0.0,0.0,35.56,4.16,0.0,0.0,1.73,0,0,1,1,0,0,1,12,262.55,179.21
219.68,-52.02,200.0,3,23,-0.866025,0.5,256.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,10,256.98,221.52
452.52,-27.2,200.0,3,24,0.866025,0.5,185.82,0.0,353.05,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,2,538.87,290.49
220.56,-24.41,200.0,4,22,0.866025,-0.5,201.84,0.0,0.0,28.34,0.0,0.0,0.0,22.73,0,0,1,0,0,0,1,4,252.91,282.89
169.53,-25.96,186.48,3,19,-0.866025,-0.5,206.7,0.0,0.0,0.0,0.0,0.0,3.27,8.12,0,0,0,0,0,1,1,8,218.09,162.49
457.19,-39.59,200.0,1,17,0.866025,0.5,79.44,0.0,447.55,0.0,12.12,0.0,0.0,9.2,0,1,0,1,0,0,1,2,548.31,183.79
276.32,-2.11,200.0,6,18,-0.866025,-0.5,325.44,0.0,0.0,0.0,4.16,0.0,0.0,0.0,0,0,0,1,0,0,0,8,329.6,269.31
371.52,-10.42,200.0,6,26,-0.0,1.0,250.08,0.0,0.0,89.43,0.0,58.02,28.1,6.5,0,0,1,0,1,1,1,12,432.13,354.52
194.17,57.43,200.0,2,30,-1.0,-0.0,207.72,0.0,0.0,0.0,6.93,0.0,0.0,9.53,0,0,0,1,0,0,1,9,224.17,214.33
326.78,-2.05,200.0,6,23,0.866025,-0.5,198.6,164.71,0.0,0.0,0.0,0.0,0.0,1.95,1,0,0,0,0,0,1,4,365.26,383.98
200.91,49.73,200.0,2,30,-0.866025,0.5,200.22,56.06,0.0,0.0,0.0,0.0,0.0,6.93,1,0,0,0,0,0,1,10,263.21,237.13
238.97,-16.54,200.0,2,28,0.0,-1.0,201.84,0.0,0.0,16.63,0.0,33.2,0.0,10.39,0,0,1,0,1,0,1,6,262.06,228.31
178.17,24.43,195.99,5,24,-0.866025,0.5,208.32,0.0,0.0,0.0,9.35,0.0,0.0,4.33,0,0,0,1,0,0,1,10,222.0,210.94
513.75,-6.84,200.0,5,30,-0.866025,-0.5,195.96,0.0,371.64,0.0,8.31,0.0,0.0,3.46,0,1,0,1,0,0,1,8,579.38,411.75
342.76,26.18,200.0,4,27,0.5,0.866025,285.72,0.0,0.0,89.45,0.0,0.0,0.22,9.53,0,0,1,0,0,1,1,1,384.91,334.49
157.79,34.13,173.57,2,23,1.0,0.0,155.22,0.0,0.0,0.0,9.7,0.0,0.0,6.82,0,0,0,1,0,0,1,3,171.74,180.02
293.41,78.76,200.0,3,20,-0.5,0.866025,240.96,0.0,0.0,63.5,0.0,28.68,0.0,6.5,0,0,1,0,1,0,1,11,339.63,262.52
488.73,-60.29,200.0,3,18,0.5,-0.866025,197.58,0.0,349.38,0.0,0.0,15.63,0.0,10.82,0,1,0,0,1,0,1,5,573.41,402.88
634.75,-3.04,200.0,4,30,0.866025,-0.5,227.58,0.0,525.24,5.73,0.0,0.0,0.0,7.14,0,1,1,0,0,0,1,4,765.69,800.67
163.95,4.34,180.34,4,28,1.0,0.0,197.58,0.0,0.0,0.0,12.12,0.0,0.0,10.39,0,0,0,1,0,0,1,3,220.1,287.32
210.16,7.35,200.0,4,23,-0.866025,-0.5,200.22,0.0,0.0,41.97,4.16,0.0,0.0,2.17,0,0,1,1,0,0,1,8,248.51,181.18
350.48,0.12,200.0,3,26,0.5,0.866025,221.1,0.0,0.0,86.68,0.0,57.66,0.0,12.99,0,0,1,0,1,0,1,1,378.43,323.19
173.28,6.71,190.61,6,23,-0.866025,-0.5,161.7,0.0,0.0,23.55,0.0,0.0,0.0,6.5,0,0,1,0,0,0,1,8,191.75,147.25
163.25,10.61,179.58,4,27,1.0,0.0,201.84,0.0,0.0,0.0,3.46,0.0,0.0,5.85,0,0,0,1,0,0,1,3,211.15,264.78
198.19,22.25,200.0,3,28,-0.0,1.0,203.46,0.0,0.0,0.0,10.39,0.0,0.0,11.69,0,0,0,1,0,0,1,12,225.54,187.42
455.31,57.94,200.0,3,19,0.866025,0.5,135.6,317.32,0.0,65.16,4.68,0.0,0.0,9.74,1,0,1,1,0,0,1,2,532.5,242.11
316.86,2.72,200.0,2,21,-0.5,0.866025,98.7,202.29,0.0,54.53,4.85,0.0,0.0,4.11,1,0,1,1,0,0,1,11,364.48,206.32
179.0,5.36,196.9,2,30,0.0,-1.0,164.34,0.0,0.0,0.0,0.0,36.03,0.0,9.74,0,0,0,0,1,0,1,6,210.11,191.1
146.03,15.83,160.63,4,25,-0.5,0.866025,91.2,0.0,0.0,60.06,0.0,0.0,0.0,9.09,0,0,1,0,0,0,1,11,160.35,117.05
225.52,-44.44,200.0,4,19,-0.0,1.0,240.96,0.0,0.0,0.0,0.0,10.0,0.0,2.38,0,0,0,0,1,0,1,12,253.34,172.81
358.1,35.65,200.0,3,29,1.0,0.0,258.6,127.13,0.0,10.43,0.0,0.0,0.0,6.5,1,0,1,0,0,0,1,3,402.66,380.21
218.28,-19.59,200.0,3,28,-0.866025,0.5,194.34,0.0,0.0,15.84,2.77,12.46,15.81,9.2,0,0,1,1,1,1,1,10,250.42,238.88
155.19,14.44,170.71,2,30,0.866025,0.5,174.48,0.0,0.0,0.0,0.0,0.0,0.0,13.64,0,0,0,0,0,0,1,2,188.12,154.99
193.96,-25.59,200.0,3,24,0.0,-1.0,225.96,0.0,0.0,0.0,0.0,0.0,0.0,5.52,0,0,0,0,0,0,1,6,231.48,178.5
221.66,3.93,200.0,4,26,0.866025,-0.5,198.6,0.0,0.0,14.18,8.31,23.83,0.0,9.53,0,0,1,1,1,0,1,4,254.45,313.08
230.59,4.31,200.0,4,30,0.5,-0.866025,244.2,0.0,0.0,0.0,6.24,0.0,0.0,10.82,0,0,0,1,0,0,1,5,261.26,370.72
546.55,5.16,200.0,5,30,-0.5,-0.866025,212.58,0.0,441.82,0.0,0.0,0.0,0.0,6.5,0,1,0,0,0,0,1,7,660.9,517.69
251.64,-4.03,200.0,2,18,-0.5,-0.866025,303.96,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0,0,0,0,0,0,1,7,310.45,192.97
564.58,23.38,200.0,4,23,-0.0,1.0,205.08,0.0,413.34,28.13,8.31,0.0,0.0,7.79,0,1,1,1,0,0,1,12,662.66,340.63
249.07,-6.87,200.0,1,28,0.866025,-0.5,287.34,0.0,0.0,26.57,0.0,0.0,0.0,3.25,0,0,1,0,0,0,1,4,317.16,372.03
199.93,-70.31,200.0,2,30,-0.866025,-0.5,60.6,96.76,0.0,40.06,0.0,40.77,0.0,7.79,1,0,1,0,1,0,1,8,245.99,180.99
282.85,47.46,200.0,4,26,-0.5,0.866025,271.98,0.0,0.0,47.8,0.0,0.0,0.0,3.25,0,0,1,0,0,0,1,11,323.03,335.53
217.8,12.75,200.0,4,29,-0.5,0.866025,219.48,0.0,0.0,44.17,0.0,0.0,0.0,7.79,0,0,1,0,0,0,1,11,271.45,293.86
221.53,17.66,200.0,6,30,0.0,-1.0,113.7,0.0,0.0,29.96,0.0,0.0,95.46,7.79,0,0,1,0,0,1,1,6,246.92,265.57
173.13,-2.84,190.44,2,20,0.5,-0.866025,197.58,0.0,0.0,12.45,0.0,0.0,0.0,4.33,0,0,1,0,0,0,1,5,214.36,195.98
201.9,11.17,200.0,5,21,0.0,-1.0,239.34,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,6,241.89,160.55
178.58,-8.2,196.44,1,17,1.0,0.0,225.96,0.0,0.0,0.0,4.16,0.0,0.0,4.33,0,0,0,1,0,0,1,3,234.45,225.89
234.28,-25.6,200.0,3,29,-0.0,1.0,244.2,0.0,0.0,0.0,15.59,0.0,26.45,6.82,0,0,0,1,0,1,1,12,293.05,211.87
231.9,26.15,200.0,4,22,-0.866025,-0.5,225.96,0.0,0.0,0.0,8.66,10.98,29.16,6.17,0,0,0,1,1,1,1,8,280.93,201.09
295.01,13.2,200.0,5,29,1.0,0.0,203.46,0.0,0.0,4.55,6.93,0.0,103.45,13.64,0,0,1,1,0,1,1,3,332.03,468.49
190.43,78.22,200.0,4,29,0.866025,-0.5,203.46,0.0,0.0,0.0,8.31,0.0,0.0,11.04,0,0,0,1,0,0,1,4,222.82,291.72
324.91,-5.23,200.0,5,30,-0.0,1.0,304.98,0.0,0.0,54.82,0.0,25.3,0.0,8.12,0,0,1,0,1,0,1,12,393.22,373.65
174.75,23.11,192.23,1,25,0.866025,0.5,201.84,0.0,0.0,0.0,0.0,0.0,0.0,5.85,0,0,0,0,0,0,1,2,207.69,168.49
137.51,-33.39,151.26,5,30,-1.0,-0.0,176.7,0.0,0.0,0.0,0.0,0.0,0.0,8.12,0,0,0,0,0,0,1,9,184.82,166.93
248.12,-0.44,200.0,5,22,0.866025,-0.5,279.84,0.0,0.0,10.62,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,4,290.46,381.75
295.55,-6.09,200.0,5,22,0.0,-1.0,115.32,213.11,0.0,0.0,8.66,0.0,0.0,16.24,1,0,0,1,0,0,1,6,353.33,213.94
249.04,12.8,200.0,5,26,-0.0,1.0,245.82,0.0,0.0,0.0,0.0,31.37,0.0,9.53,0,0,0,0,1,0,1,12,286.72,217.78
356.98,34.1,200.0,3,20,-0.0,1.0,309.84,0.0,0.0,95.49,0.0,0.0,16.85,0.0,0,0,1,0,0,1,0,12,422.18,280.51
163.82,44.25,180.2,3,30,-0.0,1.0,170.22,0.0,0.0,0.0,5.2,0.0,0.0,11.69,0,0,0,1,0,0,1,12,187.11,168.31
136.6,-30.21,150.26,2,20,0.5,-0.866025,131.34,0.0,0.0,0.0,5.54,0.0,0.0,6.82,0,0,0,1,0,0,1,5,143.7,114.69
438.16,-26.4,200.0,4,27,-0.866025,-0.5,224.34,222.97,0.0,43.75,0.0,0.0,0.0,5.85,1,0,1,0,0,0,1,8,496.91,317.48
67.5,-13.67,74.25,2,30,0.5,-0.866025,75.6,0.0,0.0,0.0,4.16,0.0,0.0,7.79,0,0,0,1,0,0,1,5,87.55,98.31
286.87,-47.82,200.0,2,20,0.5,-0.866025,317.94,0.0,0.0,0.0,8.66,0.0,0.0,4.33,0,0,0,1,0,0,1,5,330.93,368.13
226.58,-0.47,200.0,4,21,0.866025,0.5,225.96,0.0,0.0,0.0,8.66,15.91,0.0,0.0,0,0,0,1,1,0,0,2,250.53,168.1
220.57,-50.3,200.0,2,30,-1.0,-0.0,244.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,9,244.2,249.59
272.17,4.31,200.0,4,30,-0.5,0.866025,250.08,0.0,0.0,62.9,0.0,0.0,0.0,5.85,0,0,1,0,0,0,1,11,318.83,301.22
194.17,31.73,200.0,2,28,-0.866025,-0.5,216.84,0.0,0.0,0.0,0.0,0.0,0.0,13.53,0,0,0,0,0,0,1,8,230.37,185.4
231.77,-35.04,200.0,2,30,-0.5,0.866025,198.6,0.0,0.0,49.4,0.0,22.86,0.0,8.66,0,0,1,0,1,0,1,11,279.53,303.21
208.12,-16.52,200.0,4,22,-0.866025,-0.5,224.34,0.0,0.0,0.0,0.0,10.68,0.0,16.67,0,0,0,0,1,0,1,8,251.69,171.72
147.39,9.86,162.13,3,28,0.0,-1.0,158.46,0.0,0.0,0.0,12.47,0.0,0.0,0.0,0,0,0,1,0,0,0,6,170.93,128.21
191.25,-11.57,200.0,4,30,-0.866025,-0.5,179.34,0.0,0.0,0.0,8.66,45.51,0.0,0.0,0,0,0,1,1,0,0,8,233.51,215.33
227.11,-16.31,200.0,4,27,-0.5,0.866025,229.2,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0,0,0,0,0,0,1,11,234.4,226.27
215.05,-31.07,200.0,5,30,0.866025,-0.5,215.22,0.0,0.0,2.15,4.16,37.48,0.0,0.0,0,0,1,1,1,0,0,4,259.01,359.3
378.95,-11.03,200.0,3,16,-1.0,-0.0,324.84,0.0,0.0,40.55,12.47,18.97,20.61,8.66,0,0,1,1,1,1,1,9,426.1,255.58
111.78,-47.94,122.96,4,30,1.0,0.0,128.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,128.7,185.16
239.13,-34.25,200.0,3,20,0.866025,-0.5,213.6,0.0,0.0,0.0,8.31,52.21,0.0,3.25,0,0,0,1,1,0,1,4,277.37,280.13
238.81,24.17,200.0,3,29,0.866025,-0.5,203.46,0.0,0.0,0.0,8.31,35.7,0.0,13.64,0,0,0,1,1,0,1,4,261.12,369.65
219.02,-57.35,200.0,4,24,0.5,0.866025,239.34,0.0,0.0,0.0,0.0,0.0,0.0,12.99,0,0,0,0,0,0,1,1,252.33,188.23
222.54,1.31,200.0,3,24,-0.866025,-0.5,209.94,0.0,0.0,0.0,0.0,45.07,0.0,0.0,0,0,0,0,1,0,0,8,255.01,190.93
187.68,5.02,200.0,3,27,0.0,-1.0,200.22,0.0,0.0,0.0,6.93,0.0,0.0,6.17,0,0,0,1,0,0,1,6,213.32,161.04
221.64,-22.69,200.0,1,30,0.866025,0.5,206.7,0.0,0.0,0.0,6.24,51.67,0.0,6.5,0,0,0,1,1,0,1,2,271.1,217.3
217.1,20.74,200.0,1,27,-0.866025,-0.5,227.58,0.0,0.0,40.9,4.16,0.0,0.0,5.85,0,0,1,1,0,0,1,8,278.48,227.48
123.04,-19.25,135.34,5,18,0.866025,0.5,71.34,0.0,0.0,38.76,0.0,0.0,0.0,10.28,0,0,1,0,0,0,1,2,120.39,59.27
414.97,-4.57,200.0,2,30,-1.0,-0.0,198.6,0.0,283.55,0.0,0.0,0.0,0.0,10.82,0,1,0,0,0,0,1,9,492.98,353.91
202.14,3.65,200.0,3,21,0.866025,-0.5,218.46,0.0,0.0,0.0,0.0,0.0,0.0,4.11,0,0,0,0,0,0,1,4,222.57,272.04
399.42,-18.77,200.0,4,30,0.866025,0.5,239.34,0.0,233.55,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,2,472.89,294.11
208.69,45.7,200.0,4,30,-0.866025,-0.5,221.1,0.0,0.0,0.0,5.2,14.31,0.0,6.17,0,0,0,1,1,0,1,8,246.78,221.85
138.01,-25.11,151.81,3,30,1.0,0.0,151.98,0.0,0.0,24.43,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,176.41,208.01
536.09,7.55,200.0,5,30,-0.866025,-0.5,359.7,0.0,268.27,7.72,0.0,0.0,0.0,7.14,0,1,1,0,0,0,1,8,642.84,486.72
127.46,4.84,140.21,4,21,0.5,0.866025,93.84,0.0,0.0,27.22,2.42,0.0,0.0,0.0,0,0,1,1,0,0,0,1,123.49,75.19
165.71,-14.63,182.28,3,18,-0.866025,0.5,174.48,0.0,0.0,6.85,0.0,0.0,0.0,4.55,0,0,1,0,0,0,1,10,185.87,159.45
245.15,15.9,200.0,5,21,-0.5,-0.866025,241.98,0.0,0.0,0.0,1.56,0.0,0.0,3.25,0,0,0,1,0,0,1,7,246.79,190.96
179.57,-0.08,197.53,2,19,0.866025,-0.5,72.96,0.0,100.69,0.0,0.0,38.31,0.0,0.0,0,1,0,0,1,0,0,4,211.95,128.72
179.38,-34.12,197.32,3,27,1.0,0.0,198.6,0.0,0.0,0.0,0.0,0.0,0.0,10.82,0,0,0,0,0,0,1,3,209.42,261.9
422.23,-10.48,200.0,2,24,-1.0,-0.0,160.08,0.0,297.38,36.7,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,9,494.16,310.56
283.06,-12.47,200.0,4,24,1.0,0.0,245.82,69.72,0.0,3.96,3.46,0.0,0.0,13.64,1,0,1,1,0,0,1,3,336.6,301.45
353.64,-34.31,200.0,4,30,0.5,0.866025,345.72,0.0,0.0,74.76,0.0,0.0,0.0,4.33,0,0,1,0,0,0,1,1,424.81,359.66
137.21,-18.52,150.93,2,29,1.0,0.0,117.96,0.0,0.0,18.91,0.0,0.0,0.0,8.12,0,0,1,0,0,0,1,3,144.99,169.41
423.15,35.71,200.0,4,21,0.5,-0.866025,162.72,0.0,333.83,0.0,0.0,0.0,0.0,9.74,0,1,0,0,0,0,1,5,506.29,339.88
337.01,17.32,200.0,4,27,-1.0,-0.0,179.34,215.26,0.0,0.0,6.93,0.0,0.0,9.74,1,0,0,1,0,0,1,9,411.27,301.73
137.86,5.33,151.65,4,22,-0.5,-0.866025,116.34,0.0,0.0,17.38,0.0,0.0,6.91,6.5,0,0,1,0,0,1,1,7,147.12,107.09
192.5,1.72,200.0,3,27,0.5,0.866025,161.7,0.0,0.0,22.39,9.7,0.0,5.0,11.91,0,0,1,1,0,1,1,1,210.69,187.11
176.86,-8.34,194.55,4,30,-1.0,-0.0,200.22,0.0,0.0,0.0,4.85,0.0,0.0,14.4,0,0,0,1,0,0,1,9,219.47,212.88
210.72,-4.36,200.0,3,23,1.0,0.0,243.6,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0,0,0,0,0,0,1,3,250.09,271.57
402.61,-32.09,200.0,6,26,-0.0,1.0,216.84,229.43,0.0,0.0,0.0,40.37,0.0,4.87,1,0,0,0,1,0,1,12,491.51,345.78
281.55,31.47,200.0,4,25,-0.0,1.0,200.22,0.0,0.0,109.72,5.2,0.0,0.0,4.11,0,0,1,1,0,0,1,12,319.25,236.72
201.51,-7.67,200.0,2,30,-0.866025,-0.5,174.48,0.0,0.0,24.12,0.0,40.82,0.0,6.93,0,0,1,0,1,0,1,8,246.34,225.39
160.74,58.22,176.81,5,25,0.5,0.866025,179.34,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0,0,0,0,0,0,1,1,181.61,139.18
222.34,56.35,200.0,3,26,0.866025,0.5,218.46,0.0,0.0,32.14,0.0,0.0,0.0,9.74,0,0,1,0,0,0,1,2,260.34,218.13
224.95,44.11,200.0,3,30,0.0,-1.0,248.22,0.0,0.0,24.98,6.24,0.0,0.0,10.39,0,0,1,1,0,0,1,6,289.83,257.59
495.84,48.69,200.0,3,30,-0.866025,-0.5,177.72,0.0,316.97,26.29,0.0,21.78,0.0,0.0,0,1,1,0,1,0,0,8,542.76,404.39
441.93,-40.88,200.0,3,15,0.866025,0.5,209.34,0.0,229.65,61.51,6.93,0.0,0.0,15.91,0,1,1,1,0,0,1,2,523.34,194.78
277.81,1.93,200.0,6,19,0.0,-1.0,201.84,0.0,0.0,0.0,0.0,59.36,63.27,8.66,0,0,0,0,1,1,1,6,333.13,278.93
213.33,40.31,200.0,3,30,0.866025,-0.5,186.84,0.0,0.0,0.0,19.4,26.23,0.0,6.5,0,0,0,1,1,0,1,4,238.96,281.47
673.63,-7.91,200.0,2,30,-0.5,-0.866025,300.72,0.0,441.33,40.93,0.0,0.0,0.0,7.14,0,1,1,0,0,0,1,7,790.13,693.58
202.78,49.34,200.0,4,28,-0.5,-0.866025,216.84,0.0,0.0,0.0,12.12,0.0,0.0,2.17,0,0,0,1,0,0,1,7,231.13,216.86
188.23,32.62,200.0,4,21,-1.0,-0.0,210.96,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0,0,0,0,0,0,1,9,217.46,163.7
149.97,-1.14,164.97,4,28,-1.0,-0.0,168.6,0.0,0.0,0.0,0.0,0.0,0.0,8.23,0,0,0,0,0,0,1,9,176.83,165.63
234.58,40.29,200.0,2,28,0.5,-0.866025,203.46,0.0,0.0,0.12,5.2,0.0,61.35,0.0,0,0,1,1,0,1,0,5,270.12,315.32
201.26,55.74,200.0,3,30,-0.866025,-0.5,210.96,0.0,0.0,0.0,6.24,0.0,0.0,0.0,0,0,0,1,0,0,0,8,217.2,200.68
186.64,-36.74,200.0,7,23,0.5,0.866025,216.84,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0,0,0,0,0,0,1,1,220.74,185.08
216.26,-24.42,200.0,3,25,0.0,-1.0,219.48,0.0,0.0,0.0,11.08,0.0,0.0,8.12,0,0,0,1,0,0,1,6,238.68,185.96
185.81,-29.6,200.0,5,21,-0.866025,0.5,194.34,0.0,0.0,0.0,0.0,0.0,0.0,6.93,0,0,0,0,0,0,1,10,201.27,158.35
187.71,-29.65,200.0,3,30,-0.866025,0.5,229.2,0.0,0.0,0.0,0.0,0.0,0.0,6.17,0,0,0,0,0,0,1,10,235.37,199.89
171.95,38.39,189.15,3,30,0.866025,-0.5,200.22,0.0,0.0,3.14,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,4,203.36,245.88
250.25,-28.64,200.0,4,27,1.0,0.0,132.96,0.0,135.06,0.0,12.12,0.0,0.0,2.27,0,1,0,1,0,0,1,3,282.42,235.43
190.28,-25.86,200.0,1,19,-1.0,-0.0,195.96,0.0,0.0,37.25,0.0,0.0,0.0,9.09,0,0,1,0,0,0,1,9,242.3,150.87
748.87,-3.27,200.0,7,27,-0.0,1.0,260.22,0.0,532.16,44.06,0.0,35.23,0.0,1.95,0,1,1,0,1,0,1,12,873.62,604.09
236.11,-4.51,200.0,3,21,-0.5,0.866025,268.32,0.0,0.0,0.0,0.0,0.0,0.0,5.85,0,0,0,0,0,0,1,11,274.17,202.95
113.29,-43.53,124.62,7,29,-0.5,-0.866025,120.6,0.0,0.0,0.0,7.27,0.0,0.0,2.6,0,0,0,1,0,0,1,7,130.47,131.57
263.97,-2.38,200.0,3,22,1.0,0.0,180.96,0.0,0.0,17.97,10.39,0.0,115.03,3.46,0,0,1,1,0,1,1,3,327.82,316.57
218.72,-40.54,200.0,4,25,1.0,0.0,239.34,0.0,0.0,0.0,4.16,0.0,0.0,15.16,0,0,0,1,0,0,1,3,258.65,290.03
230.14,-25.3,200.0,2,27,0.0,-1.0,211.98,0.0,0.0,0.0,0.0,28.53,0.0,8.66,0,0,0,0,1,0,1,6,249.17,223.63
169.8,-11.7,186.78,6,29,-0.866025,-0.5,194.34,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0,0,0,0,0,0,1,8,198.67,171.76
210.3,19.19,200.0,2,22,-0.866025,-0.5,218.46,0.0,0.0,19.44,0.0,0.0,10.18,8.66,0,0,1,0,0,1,1,8,256.74,177.59
222.77,7.2,200.0,2,24,0.0,-1.0,254.34,0.0,0.0,0.0,12.47,0.0,0.0,9.53,0,0,0,1,0,0,1,6,276.34,196.29
124.4,-49.8,136.84,4,30,-0.5,0.866025,71.34,0.0,0.0,82.22,0.0,0.0,0.0,7.79,0,0,1,0,0,0,1,11,161.36,182.04
297.04,-11.53,200.0,4,30,0.5,0.866025,201.84,0.0,0.0,72.97,0.0,50.99,0.0,12.99,0,0,1,0,1,0,1,1,338.8,328.18
168.28,38.55,185.11,3,19,-0.866025,0.5,175.08,0.0,0.0,0.0,0.0,0.0,0.0,11.91,0,0,0,0,0,0,1,10,186.99,165.93
191.89,-31.9,200.0,2,23,-0.5,0.866025,184.2,0.0,0.0,30.64,0.0,0.0,0.0,4.87,0,0,1,0,0,0,1,11,219.72,174.78
418.73,-6.87,200.0,4,29,-0.866025,-0.5,222.72,0.0,251.11,0.0,0.0,0.0,0.0,4.87,0,1,0,0,0,0,1,8,478.71,353.64
247.09,12.69,200.0,3,30,0.5,-0.866025,182.58,0.0,0.0,0.0,0.0,43.94,66.2,13.64,0,0,0,0,1,1,1,5,306.36,408.93
135.3,-18.51,148.83,3,21,-0.5,-0.866025,144.72,0.0,0.0,0.0,6.24,0.0,0.0,0.0,0,0,0,1,0,0,0,7,150.96,91.32
196.04,-1.45,200.0,3,19,-0.866025,0.5,203.46,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0,0,0,0,0,0,1,10,209.96,162.79
52.5,-23.0,57.75,4,30,0.866025,-0.5,56.94,0.0,0.0,0.0,0.0,0.0,0.0,8.66,0,0,0,0,0,0,1,4,65.6,80.25
188.61,14.24,200.0,3,28,1.0,0.0,191.1,0.0,0.0,9.37,0.0,0.0,0.0,4.33,0,0,1,0,0,0,1,3,204.8,236.65
228.23,-41.65,200.0,3,29,-0.866025,0.5,224.34,0.0,0.0,0.0,0.0,40.51,0.0,0.0,0,0,0,0,1,0,0,10,264.85,278.84
451.51,18.09,200.0,4,20,-1.0,-0.0,313.08,169.19,0.0,0.0,0.0,0.0,0.0,5.52,1,0,0,0,0,0,1,9,487.79,342.94
